num,farmaco,forma,concen,fraccion,den_dist,registro,titular,indicacion
493,"dextrometorfano,bromhidrato de / doxilamina,succinato de /  fenilefrina,clorhidrato de /paracetamol",capsula,10 mg / 6.25 mg /5.1 mg / 250 mg,vi,tabcin noche,486m2000 ssa,"bayer de mexico, s.a. de c.v.",auxiliar en el tratamiento sintomatico del resfriado comun.
494,"dextrometorfano,bromhidrato de / guaifenesina",solucion,0.3 g /2 g / 100 ml   y0.1 g / 2 g/ 100 ml,vi,broncomed,57511 ssa,"laboratorios liomont, s.a. de c.v.",expectorante. antitusivo.
495,"dextrometorfano,bromhidrato de / loratadina /paracetamol",capsula,10 mg / 2 mg / 300 mg,vi,ladexgel,222m2012 ssa,"progela, s.a. de c.v.",auxiliar en el tratamiento sintomatico del resfriado comun.
496,"dextrometorfano,bromhidrato de /sulfoguayacol",jarabe,0.300 g/2.500 g/100 ml,vi,eucaliptine,13780 ssa,"dinafarma, s.a. de c.v.","auxiliar en la expectoracion de las flemas, antitusivo."
497,diacereina,capsula,50 mg,iv,cartigen,237m2004 ssa,"representaciones e investigacionesmedicas,                                  s.a. de c.v.",auxiliar en el tratamiento de la osteoartritis.
498,diazepam,capsula,8 mg,ii,diatex,074m94 ssa,"productos medix, s.a. de c.v.","relajante muscular, ansiolitico."
499,diazepam,comprimido,10  mg,ii,valium,58834 ssa,"productos roche, s.a. de c.v.","anticonvulsivante, ansiolitico."
500,diazepam / sulpirida,tableta,2.5 mg / 50 mg,ii,numencial,80203 ssa,"armstrong laboratorios de mexico,s.a. de c.v.","ansiolitico, antidepresivo."
501,"diazepam /fenproporex, clorhidrato de",capsula(liberacion prolongada),6 mg / 20 mg,ii,esbelcaps,79875 ssa,"productos medix, s.a. de c.v.",anorexigenico.
502,dicicloverinaclorhidrato de,capsula,10 mg,iv,bentyl,058m2015 ssa,"grimann, s.a. de c.v.",antiespasmodico.
503,diclofenaco,suspension,180 mg/100 ml,iv,cataflampediatrico,016m98 ssa,novartis pharma ag,antiinflamatorio con accion analgesica.
504,diclofenaco dietilamonio,gel,1 g / 100 g,iv,neo-dolaren,527m2004 ssa,"aplicaciones farmaceuticas, s.a. de c.v.",antiinflamatorio no esteroideo con accion analgesica.
505,diclofenaco epolamina,granulado,65 mg,iv,dioxaflex rapid,492m2001 ssa,"armstrong laboratorios de mexico,s.a. de c.v.","analgesico, antirreumatico, antiinflamatorio no esteroideo."
506,diclofenaco epolamina,parche,180 mg,vi,dioxaflex,530m98 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",antiinflamatorio con accion analgesica.
507,diclofenaco colestiramina,capsula(liberacion prolongada),140 mg,iv,lertus,409m2001 ssa,"asofarma de mexico, s.a. de c.v.",antiinflamatorio con accion analgesica.
508,diclofenaco potasico,tableta,50 mg,iv,cataflam dd,064m90 ssa,novartis pharma ag,antiinflamatorio no esteroideo con accion analgesica.
509,diclofenaco potasico,suspension,1.5 g / 100 ml,iv,cataflam,071m86 ssa,novartis pharma ag,antiinflamatorio no esteroideo.
510,diclofenaco potasico,tableta,25 mg,vi,cataflam junior,074m84 ssa,novartis pharma ag,antiinflamatorio con accion analgesica.
511,diclofenaco potasico,capsula,25 mg,vi,voltaren dolo,292m2008 ssa,novartis pharma ag,antiinflamatorio no esteroideo con accion analgesica.
512,diclofenaco potasico /paracetamol dc 90,tableta,50 mg / 500 mg,iv,tafirol ac,573m2001 ssa,"asofarma de mexico, s.a. de c.v.","analgesico, antipiretico, antinflamatorio con accionanalgesica."
513,diclofenaco sodico,tableta(liberacion retardada),50 mg,vi,voltaren 50,82053 ssa,novartis pharma ag,antiinflamatorio no esteroideo.
514,diclofenaco sodico,solucion(inyectable),75 mg/3 ml,iv,voltaren,87518 ssa,"novartis farmaceutica, s.a. de c.v.",tratamiento del dolor e inflamacion.
515,diclofenaco sodico,tableta(liberacion prolongada),100 mg,iv,voltaren retard,0134m81 ssa,novartis pharma ag,antiinflamatorio con accion analgesica.
516,diclofenaco sodico,gel,1 g / 100 gy2 g / 100 g,v  i,v   o  l   t  a  r   en emulgel,016m87 ssa,novartis pharma ag,"antiinflamatorio no esteroideo auxiliar en el tratamiento deprocesos traumaticos agudos (musculares, torceduras,esguinces y contusiones) y alivio de molestias causadas porpadecimientos artriticos y reumaticos."
517,diclofenaco sodico,tableta(liberacion prolongada),75 mg,iv,voltaren sr,061m93 ssa,novartis pharma ag,"afecciones inflamatorias y auxiliar en padecimientosdegenerativos de reumatismo. dolor postraumatico ypostoperatorio, inflamacion y edema. afecciones dolorosas oinflamatorias en ginecologia."
518,diclofenaco sodico,parche,15 mg   y   30 mg,vi,voltaren 24h,031m2006 ssa,novartis pharma ag,antiinflamatorio no esteroideo de uso topico.
519,diclofenaco sodico /pridinol mesilato,tableta,50 mg / 4 mg,iv,dioxaflex duo,033m2009 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",relajante muscular. antiinflamatorio con accion analgesica.
520,diclofenaco sodico /misoprostol,tableta,50 mg/ 200 mcg;75 mg/ 200 mcg,iv,artrotec,315m93 ssa,"pfizer, s.a. de c.v.",analgesico. antiinflamatorio con accion analgesica.
521,dicloxacilina sodicamonohidratada,suspension,250 mg/ 5 ml,iv,brispen,64731 ssa,"aerobal, s.a. de c.v.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles.
522,dicloxacilina sodicamonohidratada,capsula,250 mg   y   500 mg,iv,posipen,64531 ssa,"grimann, s.a. de c.v.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles.
523,didanosina,capsula,250 mg   y   400 mg,iv,videx ec,096m2001 ssa,"bristol-myers squibb de mexico,s. de r.l. de c.v.",antiretroviral.
524,didrogesterona,tableta,10 mg,iv,duphaston,110m2006 ssa,"abbott laboratories de mexico,s.a. de c.v.",progestageno.
525,dienogest,tableta,2 mg,iv,visannette,157m2012 ssa,"bayer de mexico, s.a. de c.v.",para el tratamiento de la endometriosis.
526,"difenhidramina, clorhidrato de",jarabe,250 mg/100 ml,vi,benadryl,29779 ssa,"janssen-cilag, s.a. de c.v.","rinitis alergica, nauseas, vomitos y mareos, anafilaxia y otrasalergias."
527,"difenhidramina, clorhidrato de",tableta,50 mg,vi,nytol,567m94 ssa,aspen pharma pty ltd,auxiliar en el insomnio ocasional.
528,"difenhidramina, clorhidrato de",capsula(gelatina blanda),25mg,vi,nyquilz,252m97 ssa,"procter & gamble manufacturing mexico,s. de r.l. de c.v.",auxiliar en el insomnio ocasional.
529,"difenidol, clorhidrato de",tableta,25 mg,iv,vontrol,66975 ssa,"grimann, s.a. de c.v.","antivertiginoso, antiemetico."
530,"difenidol, clorhidrato de",solucion(inyectable),40 mg/2 ml,iv,vontrol,66976 ssa,"grimann, s.a. de c.v.","antivertiginoso, antiemetico."
531,"difenidol, clorhidrato de",tableta(liberacion prolongada),100 mg,iv,vontrol lp,051m2015 ssa,"grimann, s.a. de c.v.",vertigo y estados nauseosos.
532,"diflucortolona, valerato de/isoconazol, nitrato de/neomicina, sulfato de",crema,1 mg  / 10 mg /3.3 mg,iv,scheriderm,363m97 ssa,leo pharma a/s,"antiinflamatorio esteroideo topico, antimicrobiano,antimicotico de aplicacion topica."
533,digoxina,tableta,0.250 mg,iv,lanoxin,28448 ssa,"aspen mexico, s. de r.l. de c.v.",tratamiento de insuficiencia cardiaca.
534,dihexazin,jarabe,3.36 g / 100 ml,iv,viternum,83532 ssa,"laboratorios senosiain, s.a. de c.v.",orexigenico oral.
535,dihidroergocristinametansulfonato / piracetam,solucion,0.0375 g / 20 g /100 ml,iv,metadiemil,244m2007 ssa,"industrias farmaceuticas almirall, s.a.",vasodilatador cerebral.
536,diiodohidroxiquinoleina /metronidazol,tableta,325 mg / 250 mg,iv,metodine,85476 ssa,"pfizer, s.a. de c.v.",lamblicida y antiamibiano.
537,"diltiazem, clorhidrato de",gel,2 g/100 g,iv,angiotrofin,089m2006 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",bloqueador de canales de calcio.
538,"diltiazem, clorhidrato de",tableta(liberacion prolongada),180 mg   y   240 mg,iv,angiotrofinretard,020m92 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",antihipertensivo y antianginoso (calcio antagonista).
539,"diltiazem, clorhidrato de",comprimido,30 mg   y   60 mg,iv,angiotrofin,097m84 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",vasodilatador coronario.
540,dimenhidrinato,tableta,50 mg,vi,dramamine,34634 ssa,"janssen-cilag, s.a. de c.v.","anticinetoso, antiemetico. para la prevencion y tratamiento denauseas, vomito o mareo asociado con movimiento."
541,dimenhidrinato,jarabe,250 mg/100 ml,vi,dramamine,51373 ssa,"janssen-cilag, s.a. de c.v.","antiemetico. el dimenhidrinato ha mostrado ser efectivo parala prevencion y tratamiento de nauseas, vomito o mareoasociado con movimiento."
542,dimenhidrinato,supositorio,25 mg,vi,dramamine,73887 ssa,"janssen-cilag, s.a. de c.v.","anticinetoso, antiemetico. para la prevencion y tratamiento denauseas, vomito o mareo asociado con movimiento."
543,dimenhidrinato,capsula(gelatina blanda),50mg,vi,dimicaps,311m93 ssa,"gelcaps exportadora de mexico,s.a. de c.v.",antiemetico.
544,simeticona,suspension,100 mg/ 1 ml   y10 g/100 ml,vi,espavenpediatrico,57323 ssa,"laboratorios grossman, s.a.",antiflatulento.
545,dimeticona /diyodohidroxiquinoleina,capsula,100 mg/500 mg,iv,farmeban,70333 ssa,"schwabe mexico, s.a. de c.v.","antiflatulento, antiamibiano."
546,dimeticona /diyodohidroxiquinoleina,suspension,4.2 g/ 0.5 g/ 100 ml,iv,farmeban,85960 ssa,"schwabe mexico, s.a. de c.v.","antiflatulento, antiamibiano."
547,dimeticona / magaldrato,gel,1 g/ 8 g/100 ml,vi,riopan,186m88 ssa,"takeda mexico, s.a. de c.v.",antiacido.
548,dimeticona / magaldrato,tableta(masticable),100 mg/ 800 mg,vi,riopan,031m87 ssa,"takeda mexico, s.a. de c.v.",antiacido.
549,"dimeticona /metoclopramida, clorhidrato de",capsula,40 mg / 10 mg,iv,espaven md,74399 ssa,"laboratorios grossman, s.a.","antiflatulento, antiemetico."
550,"dimeticona /metoclopramida, clorhidrato de",suspension,(400 mg / 100 mg) /100 ml,iv,digenor,211m2003 ssa,"dinafarma, s.a. de c.v.","meteorismo, procinetico."
551,dimetilfumarato,capsula(liberacion retardada),120 mg   y   240 mg,iv,tecfidera,438m2015,biogen internacional gmbh,tratamiento de pacientes adultos con esclerosis multipleremitente recurrente.
552,simeticona / pantotenatocalcico,tableta,40 mg / 50 mg,iv,espaven,57219 ssa,"laboratorios grossman, s.a.","meteorismo, antiflatulento, distension abdominal, dispepsia,transito intestinal lento."
553,simeticona / pancreatina /extracto seco de bilis debuey / celulasa deaspergillus niger,tableta,40 mg / 130 mg /25 mg / 5 mg,vi,espavenenzimatico,58177 ssa,"laboratorios grossman, s.a.","acidez, agruras e indigestion."
554,dinoprostona,ovulo,10 mg,iv,propess,432m96 ssa,"ferring, s.a. de c.v.",estimulante de la contractilidad uterina.
555,dinoprostona,gel,0.5 mg /3 g,iv,prepidil,275m90 ssa,"pfizer, s.a. de c.v.",estimulante de la contractilidad uterina.
556,diosmina,comprimido,600 mg,iv,phlebodia,142m2004 ssa,"investigacion farmaceutica, s.a. de c.v.",flebotonico.
557,diosmina / dobesilato de calcio /hesperidina,tableta,225 mg/250 mg/25 mg,iv,vasculflow,059m2008 ssa,"representaciones e investigacionesmedicas,                                  s.a. de c.v.",tratamiento de la insuficiencia venosa.
558,diosmina / hesperidina,tableta,450 mg/50 mg,iv,variton,165m90 ssa,"dinafarma, s.a. de c.v.",sindrome varicoso.
559,dipiridamol,solucion(inyectable),1  0    m   g  / 2   m   l          y50 mg/10 ml,iv,persantin,53988 ssa,"boehringer ingelheim promeco,s.a. de c.v.",vasodilatador coronario.
560,dipiridamol,tableta,25 mg   y   75 mg,iv,persantin,86077 ssa,"boehringer ingelheim promeco,s.a. de c.v.","modificador de la coagulacion sanguinea, anticoagulante."
561,disopiramida,capsula,100 mg,iv,dimodan,75550 ssa,"dinafarma, s.a. de c.v.",antiarritmico.
562,"disopiramida, fosfato de",comprimido(liberacion prolongada),250 mg,iv,dimodan 250,156m82 ssa,"dinafarma, s.a. de c.v.",antiarritmico.
563,disulfiram,tableta,250 mg,iv,etabus,82262 ssa,"ferring, s.a. de c.v.",auxiliar en el tratamiento del alcoholismo cronico.
564,diyodohidroxiquinoleina,suspension,4.2 g  /  100 ml,iv,diodoquin,71527 ssa,"pfizer, s.a. de c.v.","antigiardiasico, tricomoniasis, antiamibiano."
565,diyodohidroxiquinoleina,tableta,650 mg,iv,diodoquin,32849 ssa,"pfizer, s.a. de c.v.",antiamibiano.
566,"diyodohidroxiquinoleina /ftalilsulfatiazol /papaverina, clorhidrato de",tableta,100 mg / 370 mg /10 mg,iv,taliazina,29703 ssa,"laboratorios liomont, s.a. de c.v.","agente quimioterapico contra algunas infecciones entericas,antiespasmodico."
567,"diyodohidroxiquinoleina /metronidazol, benzoato de",suspension,4.2 g/ 2.5 g/100 ml,iv,metodine,85944 ssa,"pfizer, s.a. de c.v.","lamblicida, antiamibiano."
568,dobesilato de calcico(monohidrato),capsula,500 mg,iv,doxium 500,012m80 ssa,tecnandina sa tensa,coadyuvante en el tratamiento de la fragilidad capilar.
569,"dobesilato calcico /lidocaina, clorhidrato de /dexametasona, acetato de",unguento,4 g / 2 g / 0.025 g / 100 g,vi,doxiproct plus,347m96 ssa,"grunenthal de mexico, s.a. de c. v.",anestesico topico. antiiflamatorio topico.
570,docetaxel trihidratado,solucion(inyectable),20 mg / (1 ml o 1.5 ml)y80 / (4 ml o 6 ml),i v,taxotere,533m94 ssa,"sanofi-aventis de mexico, s.a. de c.v.","para el tratamiento del cancer pulmonar de celulas nopequenas, cancer de mama, cancer de ovario metastasico."
571,docusato de sodio,capsula,100 mg,vi,diocaps,058m88 ssa,"laboratorios senosiain, s.a. de c.v.",laxante.
572,"dolasetron, mesilato de",tableta,100 mg,iv,anzemet,328m98 ssa,"sanofi-aventis de mexico, s.a. de c.v.",antiemetico.
573,domperidona,suspension,0.1 g / 100 ml,v,motilium,0041m79 ssa,"janssen-cilag, s.a. de c.v.",tratamiento del reflujo gastroesofagico. antiemetico.
574,domperidona,tableta,10 mg,v,motilium,0042m79 ssa,"janssen-cilag, s.a. de c.v.",antiemetico.
575,"domperidona, maleato de",tableta(liberacion prolongada),60 mg,iv,seronex lp,158m2011 ssa,"productos medix, s.a. de c.v.","tratamiento del reflujo gastroesofagico, antiemetico."
576,"donepezilo, clorhidrato de",tableta,5 mg   y   10 mg,iv,eranz,386m97 ssa,"pfizer, s.a. de c.v.",para el tratamiento de la demencia tipo alzheimer.
577,"dorzolamida, clorhidrato de",solucion,20 mg / ml,iv,trusopt,522m95 ssa,bard pharmaceuticals limited,"para el tratamiento de la presion intraocular elevada,glaucoma de angulo abierto, glaucoma pseudo- exfoliativo yotros glaucomas de angulo abierto, en el tratamiento a cortoplazo de glaucomas pediatricos como terapia adyuvante abeta bloqueadores y para monoterapia."
578,"dorzolamida, clorhidrato de /timolol, maleato de",solucion,20 mg / 5 mg / ml,iv,cosopt,078m98 ssa,bard pharmaceuticals limited,"tratamiento de la presion intraocular elevada, hipertensionocular, glaucoma de angulo abierto, glaucomapseudoexfoliativo y otros glaucomas secundarios de anguloabierto."
579,doxazosina,tableta(liberacion prolongada),4 mg,iv,cardura xl,184m2012 ssa,"pfizer, s.a. de c.v.",antihipertensivo y para el tratamiento sintomatico de lahiperplasia prostatica benigna.
580,"doxazosina, mesilato de",tableta,2 mg   y   4mg,iv,cardura,354m89 ssa,"pfizer, s.a. de c.v.",bloqueador alfa 1a para el tratamiento sintomatico de lahiperplasia prostatica benigna.
581,"doxepina, clorhidrato de",capsula,25 mg,iii,sinequan,71942 ssa,"pfizer, s.a. de c.v.",antidepresivo.
582,"doxiciclina, hiclato de",capsula,50 mg   y   100 mg,iv,vibramicina,68267 ssa,"pfizer, s.a. de c.v.",antibiotico para infecciones ocasionadas por bacteriassusceptibles.
583,doxofilina,tableta,400 mg,iv,axofin,622m2004 ssa,"laboratorios manuell, s.a.",broncodilatador.
584,"doxorubicina liposomal,clorhidrato de",suspension(inyectable),2.0 mg / ml,iv,doxopeg,215m2004 ssa,"asofarma de mexico, s.a. de c.v.",sarcoma de kaposi. para el tratamiento de cancer de mamaavanzado o metastasico. para el tratamiento de cancer deovario metastasico. tratamiento de mieloma multipleprogresivo en combinacion con bortezomib.
585,"dronedarona, clorhidrato de",tableta,400 mg(se adiciona como 426mg),iv,regivas,278m2009 ssa,"sanofi-aventis de mexico, s.a. de c.v.",tratamiento para pacientes que sufren fibrilacion o flutterauricular.
586,dropropizina,supositorio,20 mg,vi,troferit,90869 ssa,"productos farmaceuticos, s.a. de c.v.",antitusivo.
587,dropropizina,jarabe,3.0 mg/ ml,vi,troferit,90850 ssa,"productos farmaceuticos, s.a. de c.v.",antitusivo.
588,dropropizina,tableta,30 mg,vi,troferit,90840 ssa,"productos farmaceuticos, s.a. de c.v.",antitusivo.
589,drospirenona / estradiol,comprimido,2 mg/1 mg,iv,angeliq,003m2005 ssa,"bayer de mexico, s.a. de c.v.",terapia de remplazo hormonal.
590,drospirenona /etinilestradiol,comprimido,3 mg/ 0.02 mg;3 mg/ 0.03mg,iv,yasmin,322m2002 ssa,"bayer de mexico, s.a. de c.v.",anticonceptivo.
591,"duloxetina, clorhidrato de",capsula(liberacion retardada),30 mg   y   60 mg,iv,cymbalta,211m2004 ssa,eli lilly and company,antidepresivo.
592,dutasterida,capsula,0.5 mg,iv,avodart,363m2004 ssa,"glaxo wellcome, s.a.",hiperplasia prostatica benigna.
593,"dutasterida / tamsulosina,clorhidrato de",capsula,0.5 mg / 0.4 mg,iv,combodart,193m2012 ssa,"glaxo wellcome, s.a.",tratamiento de la hiperplasia prostatica benigna (hbp).
594,ebastina,oblea,10 mg   y   20 mg,iv,evastel z,281m2004 ssa,"industrias farmaceuticas almirall, s.a.",antihistaminico.
595,ebastina,solucion,7.5 mg / 1 ml,iv,evastel,409m2003 ssa,"industrias farmaceuticas almirall, s.a.",antihistaminico
596,edoxaban,tableta,30 mg   y   60 mg,iv,lixiana,017m2020 ssa,daiichi sankyo brasil farmaceuticaltda,"indicadoparareducirelriesgodeeventovascularcerebral(evc)yembolismosistemicoenpacientesconfibrilacionauricular no valvular(fanv), tratamiento de tromboemboliasvenosas (tve) incluida la trombosis venosa profunda (tvp) yla embolia pulmonar (ep) y la prevencion de tve recurrente(tvp y/o ep)."
597,ebastina,comprimido,10 mg   y   20 mg,iv,evastel,412m93 ssa,"industrias farmaceuticas almirall, s.a.",antihistaminico.
598,"eletriptan, bromhidrato de",tableta,40 mg   y   80 mg,iv,relpax,050m2000 ssa,"pfizer, s.a. de c.v.",antimigranoso.
599,emtricitabina,capsula,200 mg,iv,emtriva,494m2004 ssa,"especificos stendhal, s.a. de c.v.",antirretroviral.
600,"emtricitabina /tenofovir disoproxilo,fumarato de",tableta,200 mg / 300 mg,iv,truvada,245m2005 ssa,"especificos stendhal, s.a. de c.v.",antirretroviral contra el vih (sida).
601,enalapril / lercanidipino,tableta,10 mg / 10 mg   y20 mg / 10 mg,iv,zanidual,327m2015 ssa,"grimann, s.a. de c.v.",antihipertensivo.
602,enfuvirtida,solucion(inyectable),90 mg/ml,iv,fuzeon,562m2003 ssa,"productos roche, s.a. de c.v.",antirretroviral.
603,enoxolona(glicirricinato monoamonico),s olucion(para nebulizacion),0.1 g/100 ml,iv,epigen,442m99 ssa,"productos medix, s.a. de c.v.",antiviral para el tratamiento de herpes labial.
604,entecavir,tableta,0.5 mg   y   1 mg,iv,baraclude,521m2005 ssa,"bristol-myers squibb de mexico,s. de r.l. de c.v.",antiviral para el tratamiento de la hepatitis b cronica.
605,epinastina,solucion,0.5 mg / 1 ml,iv,elestat,086m2009,allergan productos farmaceuticos ltda.,antihistaminico.
606,epinefrina,solucion(inyectable),1 mg/ml,iv,pinadrina,75822 ssa,"laboratorios pisa, s.a. de c.v.",paro cardiaco.
607,eplerenona,tableta,25 mg  y   50 mg,iv,inspra ic,268m2004 ssa,"pfizer, s.a. de c.v.","tratamiento de la insuficiencia cardiaca, coadyuvante en eltratamiento de la hipertension arterial sistemica."
