nombre_producto,sustancia,forma_farm,lab,presentacion
dioxaflex,diclofenaco epolamina,parches,armstrong,"1 sobre(s), 2 parches,"
dioxaflex,diclofenaco epolamina,parches,armstrong,"1 sobre(s), 5 parches,"
dioxaflex duo,"diclofenaco,                                pridinol",tabletas,armstrong,"1 caja, 15 tabletas, 50/4 mg/mg"
dioxaflex duo,"diclofenaco,                                pridinol",tabletas,armstrong,"1 caja, 15 tabletas,"
dioxaflex duo,"diclofenaco,                                pridinol",tabletas,armstrong,"1 caja, 30 tabletas,"
dioxaflex rapid,diclofenaco,granulado,armstrong,"1 caja, 10 sobre(s), 65 mg"
dioxaflex rapid,diclofenaco,granulado,armstrong,"1 caja, 30 sobre(s),"
dioxaflex rapid,diclofenaco,granulado,armstrong,"1 caja, 10 sobre(s),"
dioxaflex rapid,diclofenaco,granulado,armstrong,"1 caja, 20 sobre(s),"
dioxaflex rapid,diclofenaco,granulado,armstrong,"1 caja, 40 sobre(s),"
dipeptiven,"alanina,                                glutamina,                                l-glutamina",solucion inyectable,fresenius,"1 frasco(s), 100 ml,"
dipeptiven,"alanina,                                glutamina,                                l-glutamina",solucion inyectable,fresenius,"1 frasco(s), 50 ml,"
dipofen,ibuprofeno,tabletas,arlex,"1 caja, 10 tabletas, 400 miligramos"
diprivan,propofol,emulsion inyectable,teva,"1 caja, 1 frasco(s) ampula, 100 ml, 1 gramos"
diprivan,propofol,emulsion inyectable,teva,"1 caja, 5 ampolleta(s), 20 ml, 200 miligramos"
diprivan,propofol,emulsion inyectable,teva,"1 caja, 1 frasco(s) ampula, 50 ml, 500 miligramos"
diprivan,propofol,emulsion inyectable,teva,"1 caja, 1 jeringa(s) prellenada(s), 50 ml, 500 miligramos"
diprosone,betametasona,crema,organon,"1 caja, 1 tubo, 15 g,"
diprosone,betametasona,crema,organon,"1 caja, 1 tubo, 30 g,"
diprosone,betametasona,crema,organon,"1 caja, 1 tubo, 40 g,"
diprosone,betametasona,unguento,organon,"1 caja, 1 tubo, 15 g,"
diprosone,betametasona,unguento,organon,"1 caja, 1 tubo, 30 g,"
diprosone,betametasona,unguento,organon,"1 caja, 1 tubo, 40 g,"
diprosone g,"betametasona,                                gentamicina",crema,organon,"1 caja, 1 tubo, 15 g,"
diprosone g,"betametasona,                                gentamicina",crema,organon,"1 caja, 1 tubo, 30 g,"
diprosone g,"betametasona,                                gentamicina",crema,organon,"1 caja, 1 tubo, 40 g,"
diprospan,betametasona,suspension inyectable,organon,"1 caja, 1 frasco(s) ampula, 1 ml,"
diprospan,betametasona,suspension inyectable,organon,"1 caja, 1 ampolleta(s), 1 ml,"
diprospan,betametasona,suspension inyectable,organon,"1 caja, 1 jeringa(s) prellenada(s), 1 ml,"
diprospan,betametasona,suspension inyectable,organon,"1 caja, 1 frasco(s) ampula, 2 ml,"
diprospan,betametasona,suspension inyectable,organon,"1 caja, 1 frasco(s) ampula, 5 ml,"
diprospan,betametasona,suspension inyectable,merck sharp and  dohme,"1 caja, 1 jeringa(s) prellenada(s), 1 ml,"
diprospan,betametasona,suspension inyectable,merck sharp and  dohme,"1 caja, 1 frasco(s) ampula, 1 ml,"
diprospan,betametasona,suspension inyectable,merck sharp and  dohme,"1 caja, 1 ampolleta(s), 1 ml,"
diprospan,betametasona,suspension inyectable,merck sharp and  dohme,"1 caja, 1 frasco(s) ampula, 2 ml,"
diprospan,betametasona,suspension inyectable,merck sharp and  dohme,"1 caja, 1 frasco(s) ampula, 5 ml,"
dirnelid,mometasona,suspension para inhalacion intranasal,glenmark pharmaceuticals,"1 caja, 1 frasco nebulizador, 120 dosis"
dirnelid,mometasona,suspension para inhalacion intranasal,glenmark pharmaceuticals,"1 caja, 1 frasco nebulizador, 18 g, 140 dosis"
dirnelid,mometasona,suspension para inhalacion intranasal,glenmark pharmaceuticals,"1 caja, 1 frasco nebulizador, 9 g, 60 dosis"
dirnelid az,"azelastina,                                mometasona",suspension nasal,glenmark pharmaceuticals,"1 caja, 1 frasco(s), 150 dosis"
dirpasid,metoclopramida,tabletas,bruluagsa,"1 caja,20 tabletas,10 mg"
dirpasid,metoclopramida,tabletas,bruluagsa,"1 caja,30 tabletas,10 mg"
discral,sucralfato,tabletas,tecnofarma,"1 caja,1 envase(s) de burbuja,40 tabletas,1 g"
disgren,triflusal,capsulas,sanfer,"1 caja, 20 capsulas, 300 mg"
disgren,triflusal,capsulas,sanfer,"1 caja, 30 capsulas, 300 mg"
disinal,lisina,solucion inyectable,silanes,"1 caja,5 ampolleta(s),100 mg,"
disinal,lisina,tabletas,silanes,"1 caja,10 tabletas,125 mg"
disinal,lisina,tabletas,silanes,"1 caja,20 tabletas,125 mg"
dislep,levosulpirida,comprimidos,ferrer,"1 caja,20 comprimidos,25 mg"
dismedox,pregabalina,capsulas,pisa,"1 caja , 14 capsulas , 75  miligramos"
dismedox,pregabalina,capsulas,pisa,"1 caja , 14 capsulas , 150  miligramos"
dismedox,pregabalina,capsulas,pisa,"1 caja , 28 capsulas , 150  miligramos"
dismedox,pregabalina,capsulas,pisa,"1 caja , 28 capsulas , 75  miligramos"
dismedox,pregabalina,capsulas,pisa,"1 caja , 60 capsulas , 150  miligramos"
dismedox,pregabalina,capsulas,pisa,"1 caja , 60 capsulas , 75  miligramos"
ditrei amd,"cobre,                                dha,                                luteina,                                vitamina c (acido ascorbico),                                vitamina e (tocoferol),                                zeaxantina,                                zinc",capsulas,italmex,"1 caja, 32 capsulas, 626 miligramos"
ditterolina,dicloxacilina,capsulas,ivax,"1 caja,12 capsulas,250 mg"
ditterolina,dicloxacilina,capsulas,ivax,"1 caja,12 capsulas,500 mg"
ditterolina,dicloxacilina,capsulas,ivax,"1 caja,20 capsulas,250 mg"
ditterolina,dicloxacilina,capsulas,ivax,"1 caja,20 capsulas,500 mg"
ditterolina,dicloxacilina,suspension,ivax,"frasco(s),60 ml,125/250 mg/ml"
ditterolina,dicloxacilina,suspension,ivax,"frasco(s),60 ml,250/5 mg/ml"
dituroxal,toxina botulinica tipo a,solucion,farmapiel,"1 caja, 1 frasco(s) ampula, 100 u.i."
divotran,rosuvastatina,tabletas,apopharma,"1 caja, 10 tabletas, 10 miligramos"
divotran,rosuvastatina,tabletas,apopharma,"1 caja, 10 tabletas, 20 miligramos"
divotran,rosuvastatina,tabletas,apopharma,"1 caja, 20 tabletas, 20 miligramos"
divotran,rosuvastatina,tabletas,apopharma,"1 caja, 20 tabletas, 10 miligramos"
divotran,rosuvastatina,tabletas,apopharma,"1 caja, 30 tabletas, 10 miligramos"
divotran,rosuvastatina,tabletas,apopharma,"1 caja, 30 tabletas, 20 miligramos"
divotran,rosuvastatina,tabletas,apopharma,"1 caja, 60 tabletas, 20 miligramos"
divotran,rosuvastatina,tabletas,apopharma,"1 caja, 60 tabletas, 10 miligramos"
diwali,acido valproico,tabletas,torrent,"1 caja, 20 tabletas, 500 mg"
diwali,acido valproico,tabletas,torrent,"1 caja, 30 tabletas, 500 mg"
diwali,acido valproico,tabletas,torrent,"1 caja, 50 tabletas, 500 mg"
diwali,acido valproico,tabletas,torrent,"1 caja, 60 tabletas, 500 mg"
dixonal,piroxicam,grageas,productos medix,"1 caja,15 grageas,"
dixonal,piroxicam,grageas,productos medix,"1 caja,30 grageas,"
dizmor,betametasona,solucion inyectable,grupo stern pharma,"1 caja, 1 ampolleta(s), 4/1 mg/ml"
dizmor,betametasona,solucion inyectable,grupo stern pharma,"1 caja, 1 ampolleta(s), 8/2 mg/ml"
dizurinox,"magnesio, valproato de",solucion gotas,salus,"1 envase(s) , 1 frasco ambar , 40 ml"
dmi,ketorolaco trometamina,capsulas,progela,"1 caja, envase(s) de burbuja, 10 capsulas de gelatina blanda, 10 miligramos"
dmi,ketorolaco trometamina,capsulas,progela,"1 caja, envase(s) de burbuja, 2 capsulas de gelatina blanda, 10 miligramos"
dmi,ketorolaco trometamina,capsulas,progela,"1 caja, envase(s) de burbuja, 20 capsulas de gelatina blanda, 10 miligramos"
dobuject,dobutamina,solucion inyectable,pisa,"1 caja,5 ampolleta(s),5 ml,50/1 mg/ml"
dobuject,dobutamina,solucion inyectable,pisa,"1 caja,1 ampolleta(s),5 ml,50/1 mg/ml"
docetaxel,docetaxel,solucion inyectable,cryopharma,"1 caja , 1 frasco ampula y ampula con diluyente , 20/1.5 mg/ml"
docetaxel,docetaxel,solucion inyectable,cryopharma,"1 caja , 1 frasco ampula y ampula con diluyente , 80/6 mg/ml"
docupren,progesterona,gel,italmex,"1 caja, 1 tubo, 80 g,"
dofil,fluconazol,capsulas,sbl,
dolac,ketorolaco,solucion inyectable,siegfried rhein,"1 caja, 3 ampolletas, 30 mg/ml"
dolac,ketorolaco,tabletas,siegfried rhein,"1 caja, 10 tabletas, 10 miligramos"
dolac,ketorolaco,tabletas,siegfried rhein,"1 caja, 20 tabletas, 10 miligramos"
dolac 30,ketorolaco,tabletas sublinguales,siegfried rhein,"1 caja, 2 tabletas sublinguales, 30 miligramos"
dolac 30,ketorolaco,tabletas sublinguales,siegfried rhein,"1 caja, 4 tabletas sublinguales, 30 miligramos"
dolaren,"carisoprodol,                                diclofenaco",crema,carnot,"1 caja , 1 tubo , 45 g"
dolaren,"carisoprodol,                                diclofenaco",tabletas,carnot,"1 caja,1 frasco(s),30 tabletas,"
dolbutin,trimebutina,tabletas recubiertas,mavi farmaceutica,"1 caja,30 tabletas,200 mg"
dolfort-de,"ketoprofeno,                                paracetamol (acetaminofen)",tabletas,degort s,"1 caja,1 frasco(s),12 tabletas,"
dolfort-de,"ketoprofeno,                                paracetamol (acetaminofen)",tabletas,degort s,"1 caja,1 tira(s) de celopolial,12 tabletas,"
dolfort-de,"ketoprofeno,                                paracetamol (acetaminofen)",tabletas,degort s,"1 caja,1 tira(s) de celopolial,18 tabletas,"
dolfort-de,"ketoprofeno,                                paracetamol (acetaminofen)",tabletas,degort s,"1 caja,1 frasco(s),18 tabletas,"
dolfort-de,"ketoprofeno,                                paracetamol (acetaminofen)",tabletas,degort s,"1 caja,1 frasco(s),24 tabletas,"
dolikan,ketorolaco trometamina,tabletas,productos farmaceuticos collins,"1 caja,1 envase(s) de burbuja,10 tabletas,10 mg"
dolikan,ketorolaco trometamina,tabletas,productos farmaceuticos collins,"1 caja,1 envase(s) de burbuja,20 tabletas,10 mg"
dolikan,ketorolaco trometamina,tabletas,productos farmaceuticos collins,"1 caja,1 envase(s) de burbuja,30 tabletas,10 mg"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 10 tabletas, 50 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 10 tabletas, 100 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 10 tabletas, 150 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 10 tabletas, 200 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 20 tabletas, 200 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 20 tabletas, 150 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 20 tabletas, 100 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 20 tabletas, 50 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 30 tabletas, 50 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 30 tabletas, 100 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 30 tabletas, 150 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 30 tabletas, 200 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 60 tabletas, 50 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 60 tabletas, 200 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 60 tabletas, 100 miligramos"
dolne,tramadol,tabletas de liberacion prolongada,biogentec,"1 caja, 60 tabletas, 150 miligramos"
dolne,tramadol,solucion inyectable,biogentec,"1 caja, 5 ampolleta(s), 2 ml,"
dolo bedoyecta,"ketoprofeno,                                tiamina hcl (vitamina b1),                                vitamina b12 (cobalamina, cianocobalamina, hidroxocobalamina),                                vitamina b6 (piridoxina)",solucion inyectable,grossman,
dolo bedoyecta,"ketoprofeno,                                tiamina hcl (vitamina b1),                                vitamina b12 (cobalamina, cianocobalamina, hidroxocobalamina),                                vitamina b6 (piridoxina)",tabletas,grossman,
dolocam plus,"meloxicam,                                metocarbamol",capsulas,teva,"1 caja, 10 capsulas, 7.5/215 mg/mg"
dolocam plus,"meloxicam,                                metocarbamol",capsulas,teva,"1 caja, 10 capsulas, 15/215 mg/mg"
dolocam plus,"meloxicam,                                metocarbamol",capsulas,teva,"1 caja, 20 capsulas, 15/215 mg/mg"
dolocam plus,"meloxicam,                                metocarbamol",capsulas,teva,"1 caja, 20 capsulas, 7.5/215 mg/mg"
dolocam plus,"meloxicam,                                metocarbamol",capsulas,teva,"1 caja, 30 capsulas, 7.5/215 mg/mg"
dolocam plus,"meloxicam,                                metocarbamol",capsulas,teva,"1 caja, 30 capsulas, 15/215 mg/mg"
dolocam plus,"meloxicam,                                metocarbamol",capsulas,teva,"1 caja, 40 capsulas, 15/215 mg/mg"
dolocam plus,"meloxicam,                                metocarbamol",capsulas,teva,"1 caja, 40 capsulas, 7.5/215 mg/mg"
dolocartigen,"diacereina,                                meloxicam",capsulas,teva,"1 caja, 14 capsulas,"
dolocartigen,"diacereina,                                meloxicam",capsulas,teva,"1 caja, 20 capsulas,"
dolocartigen,"diacereina,                                meloxicam",capsulas,teva,"1 caja, 30 capsulas,"
dolocartigen,"diacereina,                                meloxicam",capsulas,teva,"1 caja, 40 capsulas,"
dolocartigen,"diacereina,                                meloxicam",capsulas,teva,"1 caja, 60 capsulas,"
